config,hop,module,helloOverhead,DDOverhead,LSROverhead,LSUOverhead,LSACKOverhead,total
fail20_test5,1,0.0.9.3,16712,71468,384,1713260,543360,2345184
fail20_test5,1,0.0.9.4,15356,108084,624,1703816,468316,2296196
fail20_test5,1,0.0.9.5,15304,109408,696,1966160,497408,2588976
fail20_test5,1,0.0.9.6,17004,82004,396,1875072,594788,2569264
fail20_test5,1,0.0.10.1,15164,121888,1620,1852524,473152,2464348
fail20_test5,1,0.0.10.2,16564,89036,1476,1948620,573016,2628712
fail20_test5,1,0.0.10.3,15488,105988,540,1638336,458088,2218440
fail20_test5,1,0.0.10.4,14764,119124,516,1638252,402652,2175308
fail20_test5,1,0.0.10.5,15388,120940,576,1793388,462968,2393260
fail20_test5,1,0.0.10.6,16524,87180,636,1827504,559136,2490980
fail20_test5,1,0.0.11.1,16520,93580,876,1822536,561896,2495408
fail20_test5,1,0.0.11.2,15700,99336,840,1654524,495784,2266184
fail20_test5,1,0.0.11.3,16088,97080,768,1627308,513660,2254904
fail20_test5,1,0.0.11.4,16080,102340,1284,1719068,519512,2358284
fail20_test5,1,0.0.11.5,15980,118432,588,1707076,521352,2363428
fail20_test5,1,0.0.11.6,16380,100340,912,1648336,534788,2300756
